uplift_score,uplift_segment,p_treatment,p_control,Converted
0.4075118,Persuadable,0.6700429,0.26253107,0
0.08989602,Sure Thing,0.9828441,0.8929481,1
0.24036992,Sleeping Dog,0.26556453,0.025194613,1
0.08372426,Sure Thing,0.835821,0.7520967,1
0.20570235,Sleeping Dog,0.2753501,0.069647744,0
0.29494327,Persuadable,0.8800161,0.5850728,1
0.43196517,Persuadable,0.54858917,0.116624005,0
0.67849344,Persuadable,0.8082955,0.12980205,0
0.18922248,Sleeping Dog,0.24078366,0.051561177,0
0.45342055,Persuadable,0.84334904,0.3899285,1
-0.037599966,Lost Cause,0.04696043,0.084560394,0
0.20348221,Persuadable,0.9374659,0.7339837,1
0.004859049,Lost Cause,0.03681237,0.03195332,0
0.19402036,Sleeping Dog,0.28137314,0.08735278,0
0.024149552,Lost Cause,0.08873927,0.06458972,0
0.081434965,Sure Thing,0.9792651,0.8978301,1
-0.07858664,Sure Thing,0.87703204,0.9556187,1
-0.04290396,Sure Thing,0.9114021,0.95430607,1
0.37847242,Persuadable,0.7742242,0.3957518,1
0.27014625,Persuadable,0.82350594,0.5533597,1
0.35132885,Sleeping Dog,0.37244532,0.021116452,0
0.36733246,Sleeping Dog,0.49228632,0.12495385,0
0.43977562,Persuadable,0.546141,0.106365405,0
0.059006616,Lost Cause,0.1416729,0.08266628,1
0.25496995,Sleeping Dog,0.29623702,0.041267052,0
0.20441669,Sleeping Dog,0.23951285,0.03509616,0
0.5965477,Persuadable,0.8597624,0.26321465,1
0.36733246,Sleeping Dog,0.49228632,0.12495385,1
0.6184817,Persuadable,0.8866566,0.2681749,0
0.1326895,Persuadable,0.6130015,0.48031202,0
0.5817498,Persuadable,0.8428157,0.26106593,0
0.027982099,Lost Cause,0.038159963,0.010177864,0
0.082208924,Lost Cause,0.10421998,0.022011058,0
0.5563576,Persuadable,0.7229536,0.16659603,0
0.527632,Persuadable,0.86601657,0.3383846,0
0.49168858,Persuadable,0.83618224,0.34449366,1
0.43579787,Sleeping Dog,0.46770537,0.031907484,0
0.44838333,Sleeping Dog,0.47104222,0.022658896,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.12098706,Persuadable,0.9908268,0.8698397,1
0.3341924,Sleeping Dog,0.35530886,0.021116452,0
0.20979932,Sleeping Dog,0.295738,0.085938685,0
0.3600047,Sleeping Dog,0.38112116,0.021116452,0
0.16706267,Sleeping Dog,0.28753963,0.12047697,0
-0.10744375,Lost Cause,0.021251542,0.1286953,0
0.21046841,Persuadable,0.87663585,0.66616744,1
0.39610294,Persuadable,0.78304744,0.3869445,1
0.2909073,Sleeping Dog,0.3444875,0.053580184,0
0.32875448,Sleeping Dog,0.39386538,0.065110885,0
0.119512126,Sleeping Dog,0.1424935,0.02298138,0
0.20601656,Sleeping Dog,0.23617694,0.030160379,1
0.60944474,Persuadable,0.90271246,0.29326773,1
0.21122926,Sleeping Dog,0.24408284,0.03285358,0
0.006295204,Sure Thing,0.91712606,0.91083086,1
-0.005989909,Sure Thing,0.94819176,0.9541817,1
0.5219819,Persuadable,0.5465413,0.024559375,1
0.3331069,Persuadable,0.75251526,0.41940835,0
0.20310716,Sleeping Dog,0.23638608,0.03327891,0
0.29657212,Persuadable,0.79022443,0.4936523,1
-0.0441626,Lost Cause,0.34348303,0.38764563,0
0.5402459,Persuadable,0.8956697,0.35542378,1
0.44601285,Persuadable,0.9630952,0.51708233,1
0.11971247,Persuadable,0.78901,0.6692975,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.68919325,Persuadable,0.7229536,0.03376035,0
0.2906766,Sleeping Dog,0.31506357,0.02438696,0
0.68919325,Persuadable,0.7229536,0.03376035,0
0.5841401,Persuadable,0.68109906,0.09695894,1
0.19797462,Sleeping Dog,0.2758228,0.077848166,0
0.62174547,Persuadable,0.88992035,0.2681749,1
0.3751613,Persuadable,0.88965285,0.51449156,1
0.46084398,Persuadable,0.85855544,0.39771146,1
0.26358467,Sleeping Dog,0.28753963,0.023954954,0
0.26358467,Sleeping Dog,0.28753963,0.023954954,0
0.04456301,Lost Cause,0.07516788,0.030604867,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.68919325,Persuadable,0.7229536,0.03376035,0
0.17356187,Persuadable,0.8241203,0.6505584,1
0.39804158,Persuadable,0.8214512,0.4234096,1
0.23413032,Persuadable,0.8553224,0.6211921,0
0.23138478,Sleeping Dog,0.2598545,0.028469704,0
0.42799678,Persuadable,0.8982615,0.4702647,1
-0.12104066,Lost Cause,0.10389519,0.22493584,0
0.5838208,Persuadable,0.7350363,0.15121546,0
0.23287338,Sleeping Dog,0.26004907,0.027175697,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.22024727,Sleeping Dog,0.33364564,0.113398366,0
0.3440851,Sleeping Dog,0.40335006,0.059264954,0
0.049628347,Lost Cause,0.08789887,0.038270526,0
0.26358467,Sleeping Dog,0.28753963,0.023954954,0
-0.014352463,Lost Cause,0.07567615,0.090028614,0
0.07661303,Lost Cause,0.15462227,0.07800924,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.33653888,Sleeping Dog,0.36382094,0.027282061,0
0.17175768,Sleeping Dog,0.2344723,0.06271462,0
0.45482802,Persuadable,0.8681484,0.41332036,1
0.46628377,Persuadable,0.5614467,0.09516296,0
0.4289077,Persuadable,0.82450306,0.39559537,1
0.08543785,Lost Cause,0.12208041,0.03664256,0
0.33818594,Sleeping Dog,0.36299837,0.024812425,0
0.31707114,Persuadable,0.8564218,0.5393507,1
0.30989224,Sleeping Dog,0.42857513,0.118682876,0
0.14561826,Sleeping Dog,0.21690123,0.071282975,0
0.32448655,Persuadable,0.9525294,0.6280428,1
0.3211726,Persuadable,0.90892047,0.5877479,1
0.33251938,Persuadable,0.7856753,0.4531559,0
0.21888268,Persuadable,0.8449194,0.6260367,0
0.6906667,Persuadable,0.8461316,0.15546492,1
0.33168224,Sleeping Dog,0.38476554,0.053083308,0
0.28646228,Persuadable,0.7605324,0.4740701,1
0.025891773,Lost Cause,0.03632925,0.010437478,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.6149957,Persuadable,0.920205,0.30520925,1
-0.15193775,Lost Cause,0.4008293,0.55276704,0
-0.0061538853,Lost Cause,0.051341772,0.057495657,0
0.3828717,Persuadable,0.98605967,0.603188,1
-0.07076421,Lost Cause,0.057093523,0.12785773,0
0.08442868,Lost Cause,0.11552866,0.031099977,0
0.20345819,Persuadable,0.7693236,0.5658654,1
0.16927272,Persuadable,0.7536215,0.5843488,1
0.03416419,Sure Thing,0.9954099,0.9612457,1
-0.48277852,Lost Cause,0.3179883,0.8007668,1
-0.05783245,Lost Cause,0.40719026,0.4650227,1
0.37638667,Persuadable,0.8234278,0.44704112,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.030449238,Lost Cause,0.042932663,0.012483425,0
0.16571566,Sleeping Dog,0.4740062,0.30829054,0
0.31200758,Persuadable,0.7461677,0.43416014,1
0.3850393,Persuadable,0.84275347,0.45771417,1
0.034708828,Lost Cause,0.42709392,0.3923851,0
0.22341087,Sleeping Dog,0.30110583,0.077694945,0
0.11296165,Persuadable,0.98256874,0.8696071,1
0.1378507,Persuadable,0.8346976,0.6968469,0
0.13014162,Persuadable,0.8955264,0.7653848,0
0.5563576,Persuadable,0.7229536,0.16659603,0
0.19989008,Sleeping Dog,0.26116687,0.06127679,0
0.31634867,Persuadable,0.8921492,0.57580054,1
0.17607436,Sleeping Dog,0.2081253,0.03205094,0
0.35821232,Persuadable,0.71080005,0.35258773,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.06884748,Sure Thing,0.9409401,0.8720926,1
0.16019511,Persuadable,0.9085901,0.74839497,1
0.02563395,Lost Cause,0.040830847,0.015196896,0
0.7518282,Persuadable,0.82325846,0.071430236,0
0.3373312,Sleeping Dog,0.41005126,0.07272006,0
0.4191662,Persuadable,0.85227317,0.43310696,1
0.101231456,Sleeping Dog,0.12635385,0.025122385,0
0.02949053,Sure Thing,0.5682658,0.53877527,0
0.018249571,Lost Cause,0.09475013,0.07650056,0
0.040858507,Sure Thing,0.98912746,0.94826895,1
0.20295358,Persuadable,0.7933776,0.590424,1
0.41043615,Persuadable,0.61720806,0.20677193,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.59292495,Persuadable,0.7097403,0.11681536,1
0.16706267,Sleeping Dog,0.28753963,0.12047697,0
0.6579829,Persuadable,0.9276357,0.26965284,1
-0.2604794,Lost Cause,0.41827273,0.6787521,1
0.031740963,Lost Cause,0.41925466,0.3875137,1
0.38275385,Persuadable,0.67288184,0.290128,1
0.68919325,Persuadable,0.7229536,0.03376035,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.03224498,Sure Thing,0.9370309,0.90478593,1
0.08788853,Lost Cause,0.106245786,0.018357256,0
0.36070353,Persuadable,0.9179583,0.5572548,0
0.3206907,Persuadable,0.9456671,0.6249764,1
0.3610703,Sleeping Dog,0.4316307,0.070560396,0
0.2042715,Sleeping Dog,0.26548946,0.061217967,0
0.50664186,Persuadable,0.8010174,0.29437554,0
0.39970067,Persuadable,0.51887226,0.11917158,0
-0.0017349087,Lost Cause,0.029788759,0.031523667,1
0.06492537,Lost Cause,0.08592094,0.020995567,0
0.2438279,Sleeping Dog,0.28097132,0.037143424,1
0.18174864,Sleeping Dog,0.25047922,0.06873058,0
0.35076016,Persuadable,0.915264,0.56450385,0
0.5386734,Persuadable,0.8446212,0.30594775,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,1
0.23543751,Persuadable,0.8345088,0.59907126,1
-0.25928736,Lost Cause,0.17815919,0.43744653,0
0.56074965,Persuadable,0.8592365,0.29848686,1
0.34653646,Persuadable,0.98832905,0.6417926,1
0.46496433,Persuadable,0.594021,0.12905669,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.18818367,Persuadable,0.98892784,0.8007442,1
0.6610961,Persuadable,0.6787933,0.017697206,0
0.107626796,Persuadable,0.97207355,0.86444676,1
-0.014255106,Sure Thing,0.9679923,0.9822474,1
0.20863158,Persuadable,0.9404384,0.7318068,1
0.41097134,Persuadable,0.98072034,0.569749,0
0.33714092,Persuadable,0.7723908,0.43524987,0
0.09627957,Lost Cause,0.11806112,0.02178155,0
0.14581665,Sleeping Dog,0.32820427,0.18238762,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.6619823,Persuadable,0.83452344,0.17254114,0
0.06297344,Lost Cause,0.10987236,0.046898928,0
0.20199497,Sleeping Dog,0.28166178,0.07966681,0
-0.04315275,Lost Cause,0.08913024,0.13228299,1
0.5499619,Persuadable,0.7536215,0.20365962,1
0.497199,Persuadable,0.86010283,0.36290383,1
2.3342669e-05,Lost Cause,0.025944725,0.025921382,0
-0.054865986,Lost Cause,0.38766852,0.4425345,1
0.2553223,Persuadable,0.75320315,0.49788085,1
0.45451656,Persuadable,0.8220929,0.36757633,1
0.33509606,Sleeping Dog,0.35830095,0.023204895,0
0.31011268,Sleeping Dog,0.4264086,0.116295904,0
-0.013927554,Lost Cause,0.011933264,0.025860818,0
0.10429537,Persuadable,0.76321185,0.6589165,1
0.0773167,Sure Thing,0.9484021,0.8710854,1
0.046493083,Lost Cause,0.14142258,0.0949295,1
0.1806803,Sleeping Dog,0.25223604,0.071555726,0
0.5094996,Persuadable,0.5645905,0.055090927,0
0.16706267,Sleeping Dog,0.28753963,0.12047697,0
0.17814295,Sleeping Dog,0.24886999,0.070727035,0
0.26349583,Sleeping Dog,0.29427195,0.030776123,0
0.07745206,Lost Cause,0.09668409,0.019232027,0
0.08323938,Sure Thing,0.7356781,0.6524387,1
0.18172222,Persuadable,0.8094275,0.6277053,1
0.17795864,Sleeping Dog,0.24612658,0.06816793,0
0.5236263,Persuadable,0.86995673,0.34633037,1
0.47943357,Persuadable,0.77919835,0.29976478,1
-0.010185827,Lost Cause,0.02181454,0.032000367,0
0.38512886,Persuadable,0.80604184,0.42091298,1
0.2078405,Sleeping Dog,0.2549221,0.04708159,0
0.22529408,Sleeping Dog,0.31201267,0.08671859,0
0.1954791,Persuadable,0.7190573,0.5235782,1
0.1294967,Persuadable,0.8059572,0.6764605,1
0.63650084,Persuadable,0.92937106,0.2928702,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.118717134,Sleeping Dog,0.12745292,0.008735787,1
0.05987978,Lost Cause,0.33747864,0.27759886,0
0.039481997,Sure Thing,0.9085901,0.8691081,0
-0.067648485,Lost Cause,0.14976174,0.21741022,0
0.5538038,Persuadable,0.72935253,0.17554876,0
0.34716302,Persuadable,0.9447985,0.5976355,1
0.5563576,Persuadable,0.7229536,0.16659603,0
-0.022778988,Sure Thing,0.85316616,0.87594515,1
0.56786954,Persuadable,0.902828,0.33495843,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.26750118,Sleeping Dog,0.30925632,0.041755144,1
0.08425741,Lost Cause,0.10463478,0.020377366,0
0.5563576,Persuadable,0.7229536,0.16659603,1
0.11412951,Sleeping Dog,0.19767238,0.08354287,0
0.4175883,Persuadable,0.5312221,0.11363381,0
0.3630939,Persuadable,0.92218006,0.55908614,0
0.5712906,Persuadable,0.98511666,0.41382605,1
0.36986578,Sleeping Dog,0.39535278,0.025487,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.39026335,Persuadable,0.84623915,0.4559758,1
0.111635506,Persuadable,0.95760506,0.84596956,1
-0.0024454594,Sure Thing,0.9454588,0.9479043,1
0.1848582,Persuadable,0.9923739,0.8075157,1
0.20347995,Sleeping Dog,0.27878764,0.07530769,0
0.35018408,Sleeping Dog,0.4302785,0.08009442,1
0.111635506,Persuadable,0.95760506,0.84596956,1
0.30327627,Persuadable,0.7721603,0.46888402,1
0.46573916,Sleeping Dog,0.48210624,0.016367074,1
0.26752815,Sleeping Dog,0.29859102,0.031062884,1
0.15965888,Sleeping Dog,0.22837076,0.068711884,0
0.40922406,Sleeping Dog,0.48921838,0.07999433,0
0.4770972,Persuadable,0.53808975,0.060992543,1
0.113997996,Persuadable,0.7804387,0.6664407,0
0.16719878,Persuadable,0.8896723,0.7224735,1
0.003649868,Lost Cause,0.08527397,0.081624106,0
0.5563576,Persuadable,0.7229536,0.16659603,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.32339057,Sleeping Dog,0.35311815,0.02972759,0
0.072256565,Sure Thing,0.88816243,0.81590587,1
0.43579787,Sleeping Dog,0.46770537,0.031907484,0
0.43684202,Sleeping Dog,0.48831654,0.0514745,0
0.45245826,Persuadable,0.50839233,0.055934075,0
0.13822353,Sleeping Dog,0.1714926,0.033269085,0
0.3500517,Sleeping Dog,0.41040903,0.06035734,0
0.5563576,Persuadable,0.7229536,0.16659603,0
0.009608209,Sure Thing,0.9871041,0.9774959,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
-0.08413696,Lost Cause,0.47319174,0.5573287,0
0.38258195,Sleeping Dog,0.42833987,0.045757912,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.2514769,Persuadable,0.64165664,0.39017972,0
0.26477233,Sleeping Dog,0.34257394,0.07780162,0
0.13252348,Persuadable,0.96844524,0.83592176,1
0.06636077,Sure Thing,0.9907823,0.92442155,1
0.030018616,Lost Cause,0.05882081,0.028802194,0
0.5563576,Persuadable,0.7229536,0.16659603,0
0.21367592,Sleeping Dog,0.33608449,0.12240858,0
0.56563693,Persuadable,0.629307,0.06367005,0
0.1754799,Sleeping Dog,0.2256532,0.050173294,0
0.26358467,Sleeping Dog,0.28753963,0.023954954,0
0.5563576,Persuadable,0.7229536,0.16659603,0
0.015189825,Lost Cause,0.025600005,0.01041018,0
0.426891,Persuadable,0.9146188,0.4877278,1
0.14841902,Sleeping Dog,0.18656532,0.038146306,0
0.20383948,Persuadable,0.8839243,0.6800848,1
0.2592284,Sleeping Dog,0.34493223,0.085703805,0
0.16145675,Sleeping Dog,0.22453587,0.06307912,0
0.039322674,Lost Cause,0.1026952,0.06337252,0
0.046708763,Sure Thing,0.9731218,0.92641306,1
0.11789918,Sleeping Dog,0.31087738,0.1929782,1
0.15163599,Sleeping Dog,0.18302302,0.031387027,0
0.2849375,Persuadable,0.8473636,0.5624261,0
0.534617,Persuadable,0.5950947,0.060477648,0
0.4939914,Persuadable,0.6213661,0.12737468,0
0.19716716,Sleeping Dog,0.2692379,0.07207074,0
-0.015471549,Lost Cause,0.015255024,0.030726572,0
0.24009548,Sleeping Dog,0.32608306,0.08598758,1
0.00061941147,Sure Thing,0.9179277,0.9173083,1
0.16927272,Persuadable,0.7536215,0.5843488,1
0.40460104,Persuadable,0.7500266,0.34542555,1
0.16927272,Persuadable,0.7536215,0.5843488,1
0.082377836,Lost Cause,0.09681685,0.014439014,0
0.32167953,Persuadable,0.95837975,0.6367002,1
-0.019582808,Sure Thing,0.9356562,0.955239,1
0.06793055,Lost Cause,0.103141196,0.03521065,1
0.36983606,Persuadable,0.8677581,0.49792203,1
0.034520514,Lost Cause,0.060747333,0.02622682,0
0.35647613,Persuadable,0.78262043,0.4261443,1
0.4661257,Persuadable,0.8903109,0.4241852,1
0.68919325,Persuadable,0.7229536,0.03376035,0
0.03549221,Lost Cause,0.065921105,0.030428894,0
0.18234944,Sleeping Dog,0.21861431,0.036264874,0
0.00072299596,Lost Cause,0.013001551,0.012278555,0
0.3749738,Sleeping Dog,0.41085696,0.03588317,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.39722303,Persuadable,0.78071725,0.38349423,1
0.21378788,Sleeping Dog,0.23544897,0.021661086,0
0.27497035,Sleeping Dog,0.3221569,0.04718657,0
0.011069953,Sure Thing,0.7230278,0.7119579,1
0.0077188164,Lost Cause,0.038159963,0.030441146,0
0.048241783,Lost Cause,0.056766417,0.008524633,0
0.32432598,Sleeping Dog,0.42838493,0.104058936,0
0.6191331,Persuadable,0.7484655,0.12933236,1
-0.028455138,Sure Thing,0.5212045,0.5496596,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.0026891986,Lost Cause,0.018200643,0.015511445,0
0.2099728,Sleeping Dog,0.3036201,0.093647294,1
0.5205779,Persuadable,0.8749007,0.3543228,0
-0.009086717,Lost Cause,0.018913183,0.0279999,0
0.42961302,Persuadable,0.7693933,0.3397803,0
0.16833293,Persuadable,0.69731575,0.5289828,1
-0.027625144,Sure Thing,0.7520039,0.77962905,1
0.43579787,Sleeping Dog,0.46770537,0.031907484,0
0.43579787,Sleeping Dog,0.46770537,0.031907484,0
0.47956222,Persuadable,0.6156855,0.13612328,1
0.40632161,Persuadable,0.88992035,0.48359874,0
0.02877605,Sure Thing,0.9949778,0.9662017,1
0.12540466,Persuadable,0.9891732,0.8637685,1
0.109458745,Persuadable,0.99492455,0.8854658,1
0.5563576,Persuadable,0.7229536,0.16659603,1
0.02877605,Sure Thing,0.9949778,0.9662017,1
0.024725378,Sure Thing,0.99458057,0.9698552,1
0.02378577,Sure Thing,0.9961505,0.9723647,1
0.066312134,Sure Thing,0.9933328,0.92702067,0
0.019287229,Sure Thing,0.9525364,0.9332492,1
0.68919325,Persuadable,0.7229536,0.03376035,1
0.03313756,Sure Thing,0.99443406,0.9612965,1
0.11721015,Persuadable,0.9933328,0.87612265,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.02582717,Sure Thing,0.99458057,0.9687534,1
0.3545357,Persuadable,0.54908293,0.19454725,0
0.109458745,Persuadable,0.99492455,0.8854658,1
0.27775022,Sleeping Dog,0.3144444,0.03669417,0
0.12540466,Persuadable,0.9891732,0.8637685,1
0.43778217,Persuadable,0.8117619,0.37397975,1
0.33367935,Sleeping Dog,0.41897228,0.08529293,0
0.11721015,Persuadable,0.9933328,0.87612265,1
0.04486811,Lost Cause,0.116716914,0.0718488,0
0.10258716,Persuadable,0.9912894,0.8887022,1
0.6053759,Persuadable,0.8986436,0.29326773,1
-0.0037413836,Sure Thing,0.9721595,0.9759009,1
0.15311188,Sleeping Dog,0.17338878,0.020276912,0
0.42789695,Persuadable,0.79754335,0.3696464,1
0.035467666,Lost Cause,0.068748236,0.03328057,0
0.6732678,Persuadable,0.95732194,0.28405416,1
0.027982099,Lost Cause,0.038159963,0.010177864,0
0.2296437,Persuadable,0.7716145,0.5419708,1
0.54875445,Persuadable,0.86219525,0.31344083,1
0.24358064,Persuadable,0.9920174,0.74843675,1
0.20780855,Persuadable,0.9052162,0.69740766,1
0.066936515,Lost Cause,0.091645084,0.024708569,0
0.18828061,Sleeping Dog,0.25879106,0.070510454,0
0.6571715,Persuadable,0.8992215,0.24204998,1
0.42821997,Persuadable,0.5131425,0.08492254,0
0.45248258,Persuadable,0.837533,0.38505042,1
0.5563576,Persuadable,0.7229536,0.16659603,1
0.5124457,Persuadable,0.8853082,0.37286252,0
0.072256565,Sure Thing,0.88816243,0.81590587,1
0.15465885,Persuadable,0.64042926,0.4857704,0
0.34144783,Sleeping Dog,0.44204238,0.100594565,0
0.42365918,Sleeping Dog,0.4826187,0.05895951,1
0.32386714,Persuadable,0.9352178,0.61135066,1
0.056471556,Lost Cause,0.4277758,0.37130424,0
0.2232016,Sleeping Dog,0.30787364,0.08467204,0
0.1908006,Sleeping Dog,0.2452288,0.054428197,1
0.34844425,Sleeping Dog,0.4753722,0.12692794,0
0.5264984,Persuadable,0.75526255,0.22876419,0
0.051695406,Sure Thing,0.8500365,0.7983411,1
0.12671997,Sleeping Dog,0.18908978,0.062369812,0
0.49293134,Persuadable,0.85806084,0.3651295,0
0.63168657,Persuadable,0.89557743,0.26389083,1
0.44189128,Persuadable,0.8278808,0.38598952,1
0.34264863,Persuadable,0.8899498,0.5473012,1
0.013685167,Lost Cause,0.35934767,0.3456625,0
0.3549656,Sleeping Dog,0.4196258,0.06466019,0
0.072256565,Sure Thing,0.88816243,0.81590587,1
0.3971775,Persuadable,0.79913604,0.40195855,1
0.01927346,Sure Thing,0.9611949,0.9419214,1
0.40803158,Persuadable,0.77289534,0.36486375,1
0.3920501,Sleeping Dog,0.41316655,0.021116452,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
-0.019392762,Lost Cause,0.014457926,0.03385069,0
0.20200348,Persuadable,0.97257847,0.770575,1
0.010365665,Sure Thing,0.9114021,0.90103644,1
0.00076007843,Sure Thing,0.90472955,0.90396947,1
0.29876986,Sleeping Dog,0.32455835,0.02578848,0
0.16116086,Sleeping Dog,0.20501134,0.043850485,0
0.5563576,Persuadable,0.7229536,0.16659603,0
0.43300635,Persuadable,0.9052162,0.47220987,1
0.082717955,Sure Thing,0.99292326,0.9102053,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.25300834,Sleeping Dog,0.3008414,0.04783305,0
0.55801725,Persuadable,0.8816862,0.32366896,1
0.15472329,Sleeping Dog,0.26061636,0.10589307,0
0.57927436,Persuadable,0.67861646,0.099342085,1
0.011725239,Lost Cause,0.060032703,0.048307464,1
0.6074371,Persuadable,0.9007048,0.29326773,1
0.35503957,Sleeping Dog,0.3854022,0.030362641,1
0.16701765,Sleeping Dog,0.2000794,0.03306174,0
0.3585365,Sleeping Dog,0.4569973,0.098460786,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.109458745,Persuadable,0.99492455,0.8854658,1
0.68919325,Persuadable,0.7229536,0.03376035,1
0.376586,Persuadable,0.75211805,0.37553206,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.09905553,Sure Thing,0.9948644,0.8958089,1
0.34023097,Sleeping Dog,0.39795628,0.05772531,1
0.17932314,Persuadable,0.9896129,0.81028974,1
0.16872853,Persuadable,0.7596329,0.59090436,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.56197214,Persuadable,0.8253668,0.26339465,1
0.25180924,Sleeping Dog,0.34157038,0.08976113,0
0.3042368,Persuadable,0.7934941,0.4892573,1
0.08536184,Sure Thing,0.992465,0.9071032,1
0.13911039,Persuadable,0.9870673,0.8479569,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.38425088,Persuadable,0.93821967,0.5539688,0
0.17224933,Sleeping Dog,0.25675622,0.084506884,1
0.23271467,Sleeping Dog,0.27012742,0.037412748,1
0.09124254,Lost Cause,0.10335037,0.012107838,0
-0.024407059,Lost Cause,0.29834208,0.32274914,1
0.1724576,Sleeping Dog,0.20843774,0.03598014,0
0.34590638,Persuadable,0.7702103,0.42430395,1
0.03520906,Sure Thing,0.99536526,0.9601562,1
0.030524254,Sure Thing,0.95760506,0.9270808,1
0.34842938,Persuadable,0.83521324,0.48678386,1
0.14316112,Persuadable,0.97194034,0.8287792,1
0.019785732,Lost Cause,0.16687112,0.14708538,1
0.01427904,Lost Cause,0.030841215,0.016562175,0
0.40522295,Persuadable,0.5005797,0.09535675,0
0.29585615,Persuadable,0.759184,0.46332785,1
0.5371272,Persuadable,0.5535141,0.016386915,0
0.3899298,Sleeping Dog,0.4934198,0.10349,0
0.4916595,Persuadable,0.5279281,0.036268625,0
0.1498816,Sleeping Dog,0.16147399,0.0115923835,0
0.095956326,Sure Thing,0.94682443,0.8508681,1
0.5563576,Persuadable,0.7229536,0.16659603,1
0.037252665,Sure Thing,0.9729427,0.93569005,1
0.3371686,Sleeping Dog,0.40570468,0.068536066,0
0.2564292,Sleeping Dog,0.4395747,0.1831455,0
0.2943366,Sleeping Dog,0.431435,0.1370984,0
0.41424543,Persuadable,0.81858975,0.40434432,1
-0.07567465,Sure Thing,0.632133,0.70780766,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.14658427,Sleeping Dog,0.2185725,0.07198822,1
-0.003246069,Sure Thing,0.908717,0.91196305,1
0.7078003,Persuadable,0.88301176,0.17521141,1
-0.028572321,Sure Thing,0.8740094,0.9025817,1
0.48146117,Persuadable,0.6150034,0.13354222,0
0.37533605,Persuadable,0.57697195,0.2016359,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.3341924,Sleeping Dog,0.35530886,0.021116452,0
0.36170185,Sleeping Dog,0.43982583,0.07812398,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.6882534,Persuadable,0.98947424,0.3012208,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.16460335,Sleeping Dog,0.19624001,0.031636648,0
0.034083903,Lost Cause,0.0718045,0.0377206,0
0.6882534,Persuadable,0.98947424,0.3012208,1
0.38730597,Sleeping Dog,0.47836006,0.091054074,0
0.19699709,Sleeping Dog,0.25779375,0.060796663,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.43579787,Sleeping Dog,0.46770537,0.031907484,0
0.41509894,Sleeping Dog,0.43775782,0.022658896,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.68919325,Persuadable,0.7229536,0.03376035,1
0.65651554,Persuadable,0.6958033,0.039287753,0
-0.15025777,Sure Thing,0.6192978,0.76955557,1
0.71281093,Persuadable,0.8091935,0.09638258,1
0.42016006,Sleeping Dog,0.4419068,0.021746766,1
0.009473443,Lost Cause,0.36328778,0.35381433,1
0.6338825,Persuadable,0.76535463,0.13147213,1
0.28660142,Persuadable,0.8563343,0.5697329,1
0.68919325,Persuadable,0.7229536,0.03376035,1
0.089324474,Sure Thing,0.81327754,0.72395307,1
0.33636856,Persuadable,0.8843486,0.54798,1
0.1792301,Sleeping Dog,0.2251837,0.04595361,0
-0.07454391,Lost Cause,0.09989543,0.17443934,0
0.14484093,Sleeping Dog,0.4573028,0.31246188,0
0.7923927,Persuadable,0.9723414,0.17994875,1
0.11867905,Persuadable,0.996626,0.877947,1
0.26542908,Sleeping Dog,0.34824762,0.08281853,0
0.2566309,Sleeping Dog,0.295079,0.03844809,0
0.27665377,Sleeping Dog,0.31206813,0.035414353,0
0.3556509,Sleeping Dog,0.4876449,0.13199402,0
0.05247116,Sure Thing,0.9937919,0.9413207,1
